"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","Amount","Class"
0.9714537,0.4197574,0.9080217,0.33747357,0.72494525,0.22803977,0.558904,0.6688815,0.60892606,0.6664015,0.17106345,0.89043343,0.62724674,0.8032425,0.48204538,0.74370545,0.7954046,0.64756745,0.46462226,0.51193553,0.45509866,0.5267256,0.77754384,0.6171761,0.7640693,0.36244184,0.65292597,0.4141978,0.00012836422,0.0
0.9371039,0.43856683,0.90140253,0.3035576,0.74344397,0.27078676,0.55188215,0.6493099,0.5770594,0.6703779,0.27294374,0.85112596,0.37135914,0.8308905,0.67339694,0.7906783,0.7977315,0.72114044,0.5066322,0.49976313,0.48226973,0.44615477,0.7809541,0.3735748,0.7167669,0.33005053,0.67225873,0.44593883,0.00025672844,0.0
0.9694147,0.39166814,0.90943813,0.22973669,0.7183989,0.2787021,0.544616,0.67721796,0.55668426,0.690657,0.31235117,0.8611584,0.6143385,0.80615807,0.6563506,0.83350354,0.79890895,0.6131294,0.44270113,0.52420616,0.46662,0.5984743,0.77422947,0.40371975,0.7206243,0.27527568,0.6589553,0.414604,0.009074961,0.0
0.9206326,0.44551858,0.9306407,0.32566148,0.74734545,0.2374782,0.571811,0.66493946,0.5728622,0.67716527,0.15789272,0.8354533,0.5551379,0.81618226,0.6922642,0.7574818,0.7770001,0.71377885,0.51359797,0.5178976,0.45679048,0.53135663,0.77361983,0.50963235,0.64625376,0.18072411,0.62979966,0.40180546,0.0018139549,0.0
0.96568227,0.3648179,0.9015756,0.2031421,0.6951264,0.2549487,0.54279125,0.67538035,0.5210606,0.7146932,0.26378018,0.78342617,0.27030525,0.8280218,0.6285924,0.7652727,0.8073256,0.75731575,0.40161878,0.51228255,0.45856768,0.5292343,0.7743799,0.47012123,0.6942514,0.2541207,0.6547551,0.41821545,0.027488094,0.0
0.9036979,0.4504609,0.9219684,0.34431544,0.75734025,0.31523722,0.56414044,0.6768866,0.56937724,0.6839555,0.23006824,0.85557675,0.5797901,0.82435846,0.8981821,0.6681105,0.8279543,0.57432246,0.45560056,0.51547486,0.459544,0.56144196,0.7760103,0.27660966,0.6048598,0.23471054,0.58584243,0.3575317,0.0028512415,0.0
0.95788354,0.39562398,0.9261851,0.34585324,0.72860825,0.34436917,0.5416338,0.6888448,0.64210206,0.66584575,0.28252512,0.8762701,0.32190198,0.8154929,0.6389833,0.73153216,0.81126493,0.6423398,0.29730278,0.50744295,0.46350345,0.58939403,0.7769211,0.2632646,0.6935135,0.26157686,0.6666263,0.41561395,0.010391018,0.0
0.9731934,0.42306706,0.89138025,0.31982785,0.73161227,0.22034514,0.5593182,0.67025024,0.60237324,0.66658485,0.15680352,0.8093615,0.31085396,0.8202967,0.7063961,0.8054645,0.79108286,0.70512724,0.44746128,0.5076169,0.44986954,0.46050128,0.78480744,0.49356717,0.7082699,0.29940537,0.65056616,0.41558555,0.00016726246,0.0
0.9076835,0.45055857,0.9211914,0.2641115,0.75427055,0.24983503,0.5714715,0.6588029,0.54942197,0.6589722,0.2449528,0.8731446,0.52014464,0.8394037,0.49338597,0.807243,0.7571652,0.7121624,0.4409657,0.5026381,0.46418107,0.43417245,0.78272307,0.424855,0.6667939,0.06853229,0.66650784,0.42631745,0.0054055597,0.0
0.9698225,0.42252892,0.9039934,0.3203054,0.73666364,0.24944991,0.5568321,0.6721186,0.6385789,0.6646229,0.37043172,0.7719878,0.71552986,0.9032416,0.5337201,0.7823948,0.80181134,0.6940261,0.41878515,0.50844985,0.44972786,0.47588426,0.7863226,0.46706265,0.6923508,0.29020903,0.649395,0.41199932,0.001360142,0.0
0.83042336,0.48617318,0.8789197,0.10972561,0.73522574,0.24993615,0.5476596,0.56047004,0.6855047,0.70906776,0.29944062,0.88903785,0.3762579,0.8211492,0.5955593,0.72983193,0.78525865,0.7330413,0.5298587,0.48334605,0.57336223,0.4223293,0.8115514,0.519543,0.70819896,0.23770091,0.68080205,0.35349417,0.00012966082,0.0
0.8768803,0.42788425,0.86509764,0.14554821,0.7207162,0.2214913,0.5695273,0.68286496,0.6041819,0.63475126,0.2300354,0.87348914,0.41028094,0.8714806,0.6006852,0.7694919,0.78213364,0.75819397,0.5680538,0.5137746,0.45775655,0.5324725,0.78894186,0.44594988,0.69731796,0.25595802,0.6878039,0.39319244,0.020745732,0.0
0.8745733,0.48947042,0.9142577,0.22374447,0.80716443,0.24600345,0.6191299,0.6033502,0.8403677,0.9404102,0.24245095,0.7641528,0.5089097,0.6111517,0.736513,0.6489721,0.7068671,0.65954214,0.48922098,0.6823965,0.42755663,0.5507274,0.7541239,0.35329694,0.662419,0.10695611,0.58274406,0.0,0.00051734666,0.0
0.94954985,0.37573293,0.9010687,0.24840455,0.7067337,0.24309061,0.5572225,0.6716358,0.65426457,0.64322877,0.28319538,0.9165827,0.5743371,0.81873846,0.6178214,0.7585289,0.7773125,0.7718288,0.5240356,0.5447718,0.46460655,0.555603,0.76062506,0.547116,0.7498034,0.15329973,0.65591854,0.42441353,0.047611456,0.0
0.96737844,0.39684883,0.90213895,0.24516809,0.73240656,0.288825,0.548215,0.6768958,0.6116833,0.6735938,0.3162719,0.7188138,0.7184257,0.8817748,0.6940729,0.7675039,0.85999143,0.46275106,0.33500355,0.5160353,0.45470247,0.5117787,0.7891181,0.31389567,0.65892017,0.19154727,0.6572779,0.4140534,0.010125213,0.0
0.9681053,0.41045615,0.9117329,0.33469373,0.72428477,0.2573514,0.554635,0.6735211,0.6292108,0.6623444,0.15348795,0.8829567,0.5412111,0.79666495,0.46257174,0.7263372,0.8081456,0.6191035,0.45321342,0.51172376,0.4544661,0.52310085,0.7780061,0.5255588,0.7427307,0.3897273,0.6545297,0.41429096,0.0039429856,0.0
0.92217845,0.44432592,0.92302233,0.28330913,0.7434504,0.23424439,0.56743413,0.6733603,0.5755993,0.65822047,0.19374779,0.8279067,0.4267738,0.8076915,0.69620335,0.7763478,0.8021322,0.6661537,0.40856233,0.51739514,0.4515924,0.48355305,0.7815017,0.4990022,0.64274716,0.29595968,0.6767794,0.4254597,0.0007118379,0.0
0.85043824,0.43441358,0.84400445,0.36724022,0.71610343,0.2541488,0.5404351,0.6682451,0.5872141,0.61019474,0.30858803,0.661339,0.57514966,0.5493623,0.72998166,0.5946218,0.63631475,0.56410235,0.6243367,0.5104306,0.46235743,0.5506431,0.7859528,0.35189462,0.6590865,0.5243445,0.54852694,0.5278603,0.013160573,1.0
0.97501695,0.42711347,0.8828138,0.30667982,0.7461392,0.23902987,0.56123537,0.66884756,0.5885598,0.6646387,0.13401139,0.85506576,0.67453974,0.797316,0.6808945,0.81260175,0.7771237,0.7031262,0.47803336,0.515757,0.44933727,0.46315193,0.7793935,0.35809147,0.73613214,0.30852458,0.65189695,0.41514236,0.00025672844,0.0
0.8858232,0.4853229,0.7986414,0.46038646,0.68525404,0.23994525,0.5301725,0.69306165,0.503678,0.5682049,0.2537716,0.6103151,0.36308756,0.62639606,0.77609026,0.60119665,0.6204419,0.6303899,0.6738415,0.52499926,0.46920657,0.52589154,0.7752606,0.35122088,0.6751748,0.26778322,0.68249893,0.43080002,0.023338947,1.0
0.92426884,0.41103834,0.93962955,0.2774857,0.71599346,0.28931007,0.5574766,0.67491204,0.5977176,0.6715503,0.026981607,0.8698579,0.68144596,0.7500896,0.21499908,0.67603934,0.7880728,0.7977623,0.36286566,0.4900332,0.44967923,0.520217,0.78331274,0.4224758,0.5491699,0.14992271,0.6762421,0.44565788,0.0129427435,0.0
0.8324399,0.48562774,0.8651873,0.27472156,0.70705074,0.27111137,0.5420483,0.7149224,0.5772623,0.66549724,0.21772426,0.90088564,0.40621072,0.883625,0.46912482,0.7620543,0.82652956,0.6579991,0.44732615,0.5124203,0.4558087,0.50794,0.7855176,0.38907868,0.69882464,0.34384477,0.6685717,0.41919357,0.00339841,0.0
0.91266966,0.42145002,0.91163844,0.21169752,0.75926745,0.25234416,0.5700981,0.6740872,0.5838817,0.6683461,0.2712645,0.8131708,0.14931014,0.85044533,0.58377665,0.7639738,0.7844338,0.66268575,0.37617338,0.5181515,0.45737302,0.52961636,0.7816454,0.3882459,0.60388124,0.45068765,0.66206294,0.4054635,0.0064765583,0.0
0.7051742,0.40677586,0.77467465,0.4259215,0.8009198,0.30486643,0.47229746,0.41979134,0.6121425,0.66239864,0.24971756,0.87529117,0.27096602,0.75983304,0.6241228,0.8215471,0.8779258,0.8361955,0.7266471,0.4942877,0.3281665,0.64565945,0.84645486,0.46438345,0.7072795,0.53027743,0.7676145,0.42546138,0.0015961248,1.0
0.97729594,0.40445673,0.8968517,0.24475917,0.7230148,0.23375393,0.55123144,0.66851324,0.61800563,0.679733,0.19519193,0.6798708,0.68844676,0.8777397,0.572662,0.85100746,0.81357735,0.6326037,0.52654314,0.5183234,0.45062742,0.4734639,0.7815124,0.4027804,0.7198018,0.17663445,0.6512057,0.41381204,0.004778001,0.0
0.77358145,0.65626156,0.43013164,0.8916024,0.6340739,0.14104006,0.41608027,0.76237684,0.34204793,0.3548581,0.93213093,0.102217615,0.52537984,0.08475053,0.49931937,0.21997684,0.3612164,0.33954903,0.5816565,0.5789523,0.49602985,0.5262957,0.8040779,0.22811295,0.63046116,0.4138768,0.7960197,0.5135465,0.00012966082,1.0
0.9715586,0.37755665,0.90346843,0.1904951,0.7092179,0.2758624,0.54184824,0.6761636,0.50627023,0.71302545,0.29467708,0.8403141,0.6012431,0.8074933,0.6279761,0.7452228,0.8095783,0.70427436,0.3742134,0.50763077,0.4580333,0.5486023,0.7775239,0.3909908,0.7049016,0.26378867,0.65956545,0.4153575,0.01270676,0.0
0.97748715,0.40388486,0.90253955,0.2513917,0.7150203,0.22267848,0.5497249,0.66945505,0.62622523,0.681148,0.20881262,0.6529537,0.4737918,0.891058,0.58740604,0.84661424,0.8218062,0.6334021,0.5091129,0.5116365,0.45068404,0.47254175,0.78551096,0.48546025,0.7045004,0.1715583,0.65077907,0.4135689,0.0019449124,0.0
0.96638125,0.4438637,0.8383497,0.36813238,0.7759416,0.2587226,0.5645551,0.6761182,0.5751787,0.62607694,0.31063476,0.8142536,0.33193362,0.6887808,0.82589245,0.7596741,0.9164192,0.66771716,0.21097755,0.50513643,0.45441368,0.51454693,0.77752924,0.2679782,0.7517806,0.24053085,0.66303825,0.42358342,0.0003928723,0.0
0.85379833,0.43246675,0.85592735,0.14564747,0.7372931,0.21533099,0.5520516,0.69396377,0.6081759,0.64015365,0.23742414,0.89281756,0.43494728,0.8840525,0.62802744,0.75595915,0.7968965,0.7214574,0.5267896,0.5147826,0.45917365,0.5308329,0.7629352,0.3990453,0.673416,0.25768322,0.6803922,0.4010539,0.00012966082,0.0
0.9729523,0.41645235,0.85096467,0.27478746,0.7924253,0.37562525,0.5537359,0.68548834,0.5880173,0.6744841,0.1682229,0.83455485,0.47674155,0.8409254,0.7018311,0.8031576,0.7581585,0.73588187,0.46603584,0.51634806,0.45405886,0.48957366,0.7758975,0.6124697,0.7834497,0.19012392,0.65534043,0.41484225,0.003240224,0.0
0.92016524,0.44014066,0.9111948,0.3316729,0.76589936,0.24463274,0.56488883,0.6707289,0.63024163,0.66364014,0.14300895,0.6962699,0.7024212,0.89517915,0.6012034,0.77180165,0.79488444,0.77041835,0.52591723,0.5236935,0.45428765,0.5198306,0.7703104,0.3214116,0.6731433,0.21780622,0.6873264,0.44214234,0.00043566036,0.0
0.9781254,0.40655124,0.8975777,0.24380897,0.7243277,0.23397884,0.5514156,0.66812336,0.6148615,0.67952174,0.20080614,0.6912661,0.755607,0.8735061,0.56594247,0.84966534,0.8127006,0.6279377,0.5266622,0.5184416,0.4505705,0.4761775,0.781772,0.40496746,0.7228639,0.1766055,0.6517248,0.41361737,0.002982199,0.0
0.9685353,0.43097213,0.90561545,0.41509375,0.74467105,0.26811844,0.55899906,0.67498267,0.5449905,0.69469255,0.28030667,0.8736118,0.5216656,0.8391864,0.5614854,0.8119001,0.7685322,0.6791698,0.36560047,0.50845635,0.45261058,0.48409465,0.7853357,0.43670326,0.7069843,0.225675,0.65425426,0.41386867,0.00011669474,0.0
0.91169727,0.445381,0.93562734,0.3143363,0.7357332,0.25519362,0.559934,0.66153103,0.58949375,0.6672773,0.15624258,0.81345063,0.3312207,0.83230305,0.70657474,0.7730477,0.7856841,0.7136386,0.36824113,0.49891835,0.47797066,0.55499303,0.77912,0.5031215,0.61857915,0.20533556,0.6619644,0.43578246,0.0006483041,0.0
0.9691047,0.42220825,0.89718086,0.3451494,0.73811615,0.25172055,0.55870086,0.67372227,0.580606,0.6785479,0.28958112,0.8704753,0.42270175,0.84720314,0.6150715,0.7760363,0.7775975,0.7106354,0.40347072,0.50746316,0.45921245,0.5437454,0.77611023,0.48066938,0.7602784,0.22022133,0.65600187,0.41321492,0.0012836421,0.0
0.9088054,0.48829088,0.7074089,0.45921075,0.66663754,0.18966524,0.51145804,0.6971879,0.47939163,0.54907423,0.33414993,0.59738976,0.529702,0.6375685,0.7148062,0.42050785,0.51560366,0.43597326,0.82687783,0.52913135,0.4784524,0.56190354,0.78693396,0.44596028,0.68582135,0.4040596,0.6658208,0.38740754,0.016485076,1.0
0.89484936,0.44052047,0.9321638,0.2754193,0.73875415,0.25154522,0.5746779,0.6637835,0.6124715,0.69657695,0.26447806,0.85772467,0.40248027,0.79587007,0.43360665,0.75038064,0.7772458,0.70031977,0.52826816,0.52025616,0.45083085,0.5083883,0.76814115,0.538828,0.66504806,0.3019977,0.61822397,0.3881919,0.010942077,0.0
0.9761772,0.39996606,0.8999286,0.25832787,0.7149747,0.235802,0.5520906,0.669629,0.574052,0.6867757,0.11696926,0.8479232,0.56005687,0.80120623,0.4869567,0.67413896,0.80143917,0.7588309,0.42844188,0.49492028,0.4465853,0.4785295,0.7794356,0.520748,0.7337224,0.50348836,0.65007234,0.4127338,0.0016791077,0.0
0.9684893,0.40814376,0.9072278,0.3701833,0.7336824,0.29529062,0.5518388,0.67861116,0.6555509,0.662357,0.03945142,0.8408429,0.3246544,0.79515094,0.36421865,0.7286489,0.8052102,0.6425104,0.5167829,0.5060846,0.4465404,0.45953512,0.7778916,0.30029628,0.7553825,0.1838243,0.6607053,0.41467026,0.0037575706,0.0
0.9072917,0.44129258,0.9278888,0.23510645,0.74058205,0.24199694,0.5671734,0.67493176,0.5968368,0.6663792,0.23040913,0.85792005,0.35846883,0.82057583,0.38797137,0.7748108,0.77773726,0.7065116,0.48488188,0.52048475,0.45222217,0.49824637,0.7723092,0.4999405,0.6866693,0.3551053,0.68788105,0.44196394,0.0006483041,0.0
0.90662813,0.43174285,0.95642096,0.28252107,0.7260482,0.26435634,0.5596412,0.6575448,0.60584766,0.66428465,0.18531409,0.8479411,0.4957739,0.79417396,0.65032214,0.7181806,0.8140273,0.66137147,0.552481,0.51410544,0.47335523,0.5438605,0.7750996,0.5654865,0.68518895,0.55563873,0.63472843,0.39207396,0.003928723,0.0
0.9677314,0.4050835,0.918628,0.29537836,0.7174044,0.25623474,0.55174196,0.6738728,0.63585854,0.6582424,0.17167835,0.89307195,0.61941975,0.78977627,0.5290774,0.745036,0.8037528,0.61490494,0.4631524,0.51616895,0.45294282,0.5057728,0.78312844,0.5285744,0.69050956,0.4754902,0.6520146,0.41488233,0.0056843306,0.0
0.9046453,0.42861804,0.95996994,0.27985868,0.7255558,0.25786483,0.5612455,0.6780534,0.5888255,0.6599087,0.26182637,0.8621348,0.48438153,0.81345874,0.58959544,0.835512,0.75159067,0.79883593,0.34623393,0.525118,0.46300828,0.5675854,0.7739105,0.53268427,0.7553786,0.20576221,0.6746578,0.41970906,0.010761849,0.0
0.88811505,0.41442508,0.90589166,0.34568924,0.7495293,0.24499369,0.56319344,0.6807868,0.5397728,0.66187054,0.2800649,0.8833717,0.5407972,0.8581028,0.61549526,0.75627786,0.7907592,0.7260616,0.490506,0.5347146,0.46513066,0.5560745,0.7878045,0.48297834,0.64029646,0.2061682,0.65674543,0.40501866,0.017830957,0.0
0.9726186,0.4179339,0.8943005,0.32310036,0.7347628,0.24157451,0.55951065,0.67009693,0.6109665,0.6675191,0.11400819,0.85538995,0.5232459,0.814212,0.52625597,0.7650986,0.78509426,0.66708654,0.5022659,0.51221037,0.45103443,0.4844406,0.7770885,0.4536559,0.7569215,0.3389174,0.65141094,0.4133347,0.002240539,0.0
0.9394881,0.44122866,0.9237647,0.34050333,0.74400276,0.233832,0.5676459,0.66655254,0.56828666,0.6731639,0.18030463,0.82539445,0.53122145,0.7984829,0.7746383,0.7580676,0.8039824,0.7161434,0.6230885,0.52614,0.45125818,0.48902783,0.77979374,0.50325036,0.59022254,0.3292082,0.64639896,0.39223224,0.00011539813,0.0
0.92487264,0.43475357,0.90884435,0.14946292,0.75262123,0.2164062,0.5743376,0.66558594,0.6300911,0.6417663,0.123341575,0.83375657,0.45142448,0.8231549,0.66668564,0.7517876,0.76525396,0.7305243,0.47557637,0.51704884,0.45649344,0.5418911,0.764429,0.42055023,0.70389444,0.11040519,0.6748638,0.4089981,0.00012966082,0.0
0.90379184,0.43651962,0.9411522,0.26921204,0.7576442,0.21875104,0.5685282,0.66640216,0.6397152,0.6454262,0.21406627,0.68017393,0.5227718,0.865094,0.5562373,0.80570793,0.80457187,0.7303569,0.38549858,0.5082419,0.44702134,0.4526437,0.76999474,0.4817536,0.69922847,0.2678453,0.6254382,0.39006352,0.0011825067,0.0
0.97030437,0.40790695,0.904569,0.3034959,0.7363161,0.29869112,0.5488846,0.679359,0.624722,0.6700079,0.18711694,0.8681917,0.4905727,0.810304,0.533452,0.79806733,0.7709285,0.7295268,0.50016767,0.5120761,0.4542576,0.51151323,0.7747154,0.24489355,0.7274206,0.36224258,0.655828,0.41210186,0.0022029374,0.0
0.96567476,0.41241002,0.89896137,0.3199883,0.74483687,0.2978311,0.5549267,0.6796063,0.6111604,0.66267747,0.2163444,0.8714706,0.43262342,0.8249198,0.65993947,0.6857142,0.8314719,0.50798184,0.31812504,0.50355005,0.45417392,0.51856923,0.7860292,0.33343622,0.6967896,0.35737973,0.65773576,0.41196638,0.0016635484,0.0
0.92291677,0.42922273,0.9038983,0.13577761,0.7591171,0.24932897,0.57070917,0.6719102,0.6287916,0.6463172,0.21829996,0.83032435,0.24947017,0.8437861,0.6333283,0.7553744,0.76487315,0.75498,0.48215517,0.51268816,0.45732656,0.5449049,0.7641533,0.2924176,0.68868834,0.11817406,0.6751435,0.40617922,0.00012966082,0.0
0.7382361,0.46020547,0.7168572,0.4000431,0.72883403,0.14184083,0.49474028,0.7155826,0.49146566,0.4801971,0.44560155,0.63238424,0.330621,0.516863,0.44826353,0.56485283,0.6302638,0.613606,0.5838687,0.48383555,0.46877214,0.50033844,0.684333,0.41209042,0.8555882,0.22435299,0.723637,0.3081114,0.0,1.0
0.901997,0.42842993,0.8632756,0.30931303,0.788783,0.39592403,0.566239,0.69082326,0.6002879,0.647219,0.19820711,0.7140622,0.6925869,0.9126339,0.52376795,0.7534955,0.8094631,0.7684256,0.5815788,0.5385046,0.45683548,0.5040623,0.78817177,0.6045926,0.75262374,0.2410188,0.6449294,0.41589585,0.029303346,0.0
0.97371835,0.4207366,0.8890114,0.303053,0.73847693,0.23493192,0.560578,0.6687476,0.5935273,0.6709483,0.13211522,0.8478624,0.5893088,0.82563275,0.6784899,0.79714924,0.769251,0.6946121,0.46925965,0.51480985,0.45384064,0.49834955,0.77615553,0.42302248,0.74806595,0.36657742,0.6497977,0.41333717,0.0025919199,0.0
0.89286864,0.43203914,0.93671286,0.29294538,0.7490045,0.2501847,0.56795835,0.665737,0.60630834,0.6743395,0.16841505,0.86600053,0.58317375,0.78485894,0.50499773,0.71855164,0.7982178,0.62936234,0.4635063,0.5024643,0.45612442,0.5462293,0.77615994,0.526027,0.6758941,0.3455625,0.5936715,0.40145192,0.0012901252,0.0
0.92834646,0.40185243,0.9219207,0.20246106,0.75317323,0.27849236,0.540837,0.66411054,0.6048989,0.664741,0.3107086,0.72984236,0.74227494,0.88263196,0.62781334,0.77957994,0.8537281,0.45193428,0.25285092,0.509052,0.47090885,0.48545635,0.7351351,0.3242788,0.6675385,0.1675205,0.674408,0.4483979,0.015044545,0.0
0.848189,0.33620954,0.91930115,0.24984697,0.74756026,0.21394143,0.5805702,0.66450775,0.5075322,0.6672277,0.1525908,0.838677,0.67220056,0.81368256,0.58122617,0.7101257,0.7742814,0.7655685,0.3356648,0.57799697,0.44896805,0.39390725,0.84886116,0.4843931,0.727842,0.24613556,0.6139055,0.40087748,0.076397456,0.0
0.9138617,0.45382237,0.8894053,0.32533616,0.7225875,0.23156366,0.5606711,0.6613537,0.64814675,0.7123452,0.17116232,0.8842071,0.6372399,0.7766548,0.49226734,0.7226808,0.79619545,0.6532506,0.5140867,0.5062453,0.46295002,0.547055,0.79227483,0.61190736,0.5419843,0.29774183,0.4759818,0.39066616,0.00090632914,0.0
0.9639722,0.4014007,0.89200157,0.31611857,0.72308105,0.23240452,0.5603796,0.67027366,0.6234709,0.66445726,0.12116641,0.82645684,0.31033242,0.8286114,0.55271417,0.76279116,0.793361,0.6705074,0.49864876,0.5207116,0.45268488,0.47552913,0.7749193,0.5125563,0.7288001,0.38080323,0.6466092,0.41629174,0.02048641,0.0
0.88908136,0.42441744,0.95916885,0.37846506,0.71090394,0.30141816,0.5475048,0.6876105,0.6421606,0.65598315,0.02543822,0.8372735,0.4227716,0.7797874,0.43532312,0.74455416,0.808747,0.75983757,0.6089008,0.51852983,0.4580468,0.5579178,0.7592782,0.4278167,0.7538141,0.3042631,0.6761978,0.41013277,0.010372866,0.0
0.97323936,0.4259702,0.8922099,0.3188716,0.73480856,0.22170538,0.56063807,0.66884494,0.59227777,0.66536564,0.17415972,0.84519076,0.5232516,0.8073917,0.68599105,0.8016487,0.7883034,0.69126326,0.44663024,0.51188475,0.45021096,0.4676421,0.78404343,0.49986264,0.7157165,0.2984187,0.65145737,0.41603842,0.00016726246,0.0
0.96751356,0.3912746,0.86735517,0.22726744,0.77148783,0.39414304,0.54531103,0.6891259,0.6384867,0.6611898,0.13870358,0.84967875,0.46492034,0.8041319,0.54069674,0.7876929,0.77773935,0.7018494,0.54890734,0.5261799,0.4514334,0.47045442,0.7770679,0.6292987,0.7209823,0.4759817,0.64889693,0.41522962,0.014280844,0.0
0.8895291,0.39765164,0.9208924,0.1945799,0.7330491,0.3445818,0.5672243,0.68127066,0.6493278,0.62964606,0.2879835,0.90834016,0.49159208,0.8032886,0.6158283,0.67306155,0.8191074,0.61084354,0.4687259,0.48961672,0.45457503,0.5586951,0.7990152,0.20930178,0.67620987,0.14869826,0.6767891,0.39227527,0.031193802,0.0
0.85481024,0.4894871,0.85907835,0.30323103,0.7424202,0.21367082,0.5724561,0.6667169,0.6633076,0.77273434,0.16127585,0.8281612,0.46255994,0.8001567,0.66496587,0.72824943,0.7773097,0.69070446,0.48705834,0.5555308,0.44975278,0.54893655,0.787537,0.5030218,0.6313894,0.16082186,0.61471325,0.30060327,0.00015170316,0.0
0.91627026,0.44064465,0.933215,0.30371022,0.75254637,0.24625753,0.5681992,0.67301506,0.5638487,0.65814906,0.1605358,0.83668464,0.4886579,0.8316836,0.68354464,0.76442456,0.7831121,0.6687631,0.42134482,0.51336056,0.45408055,0.4963382,0.7781575,0.4440302,0.65483344,0.14439106,0.6651781,0.42958954,0.0012953116,0.0
0.92446554,0.339241,0.8940353,0.32643193,0.6951881,0.26128033,0.56232107,0.67272663,0.6334262,0.6561763,0.24450736,0.8758552,0.37375444,0.8194315,0.44932842,0.78390145,0.7897585,0.7173249,0.511233,0.5787495,0.46175754,0.4730893,0.75547683,0.5500517,0.6513793,0.45218983,0.6365811,0.43131953,0.10109913,0.0
0.9698238,0.4202052,0.90016484,0.3079356,0.73554236,0.2480286,0.558238,0.6731878,0.5801589,0.67456627,0.30880836,0.8901356,0.52453715,0.83960414,0.6206435,0.7832801,0.7783613,0.6708867,0.43937227,0.5109871,0.45278308,0.4880357,0.7857662,0.4790529,0.69707125,0.29808843,0.65198755,0.4129536,0.0011656508,0.0
0.9197184,0.43756685,0.93068326,0.34982222,0.74679,0.27373263,0.5658551,0.67679554,0.5655384,0.6685779,0.23928195,0.84301835,0.29375547,0.8400535,0.51298326,0.7225411,0.8032707,0.71156025,0.5771977,0.5146922,0.4566896,0.52841353,0.77074677,0.4426249,0.6931197,0.2359499,0.6654931,0.4257661,0.0028771737,0.0
0.8693142,0.45321572,0.8661071,0.34025747,0.7161848,0.23207527,0.53377575,0.6817078,0.548445,0.60486937,0.3524586,0.67472196,0.3321951,0.673141,0.5461751,0.64015466,0.5649292,0.6191156,0.46655315,0.5162344,0.469887,0.5581204,0.7726044,0.4309384,0.72247607,0.18099946,0.61694485,0.390128,0.002558208,1.0
0.90636075,0.43409437,0.93816,0.294016,0.7672001,0.2634402,0.56407,0.6746374,0.56159973,0.6553776,0.12356475,0.8510639,0.6761816,0.81514364,0.7017978,0.7820637,0.7706843,0.6898188,0.45013556,0.5222891,0.45364735,0.49060944,0.77099437,0.30258608,0.7284545,0.17197154,0.6610755,0.42328718,0.0006483041,0.0
0.9199309,0.4390747,0.9182145,0.26972792,0.7503299,0.2676627,0.56428033,0.6793619,0.57191,0.6623744,0.2935307,0.8327382,0.27257413,0.8254765,0.6585663,0.7787338,0.8013567,0.6869057,0.41393158,0.51441383,0.45258054,0.48836404,0.78156763,0.3735695,0.6291421,0.303402,0.67713416,0.42280465,0.0012953116,0.0
0.90710473,0.44553894,0.9192842,0.27255487,0.73727006,0.24837312,0.56130713,0.6829829,0.5567459,0.6620837,0.2802723,0.8668873,0.42386338,0.85329586,0.6002207,0.78556895,0.7854808,0.6928879,0.4527456,0.5139151,0.45420468,0.49359426,0.7827931,0.47391596,0.63997376,0.29407355,0.6668796,0.41700757,0.0014236758,0.0
0.90877306,0.44329637,0.9265885,0.31224334,0.7555781,0.2513608,0.57672113,0.65607876,0.63146067,0.7178145,0.15740433,0.7547881,0.11284277,0.80980444,0.76512325,0.7250591,0.7813547,0.69911784,0.47721252,0.51800126,0.45603368,0.54467666,0.771568,0.44284758,0.6088779,0.17866105,0.5466033,0.31900465,0.001581862,0.0
0.9212748,0.4436485,0.9223447,0.2744034,0.7467124,0.24826388,0.5663585,0.67561823,0.562547,0.6626104,0.3059411,0.86377525,0.45937496,0.8132431,0.60716456,0.7883296,0.7923427,0.70367664,0.44261023,0.51877606,0.4525184,0.4901921,0.7801494,0.4696174,0.64215016,0.29370278,0.67662954,0.4239134,0.00064182107,0.0
0.85275304,0.465856,0.91600704,0.23633617,0.7466863,0.27953222,0.5710404,0.66377085,0.7243377,0.77054685,0.116002515,0.80843925,0.4341574,0.73481494,0.6128422,0.7366139,0.76877415,0.6821915,0.44440418,0.5801799,0.44675627,0.5433612,0.76409644,0.30953783,0.7311009,0.37407866,0.70438707,0.4354657,0.003888528,0.0
0.97886235,0.38724557,0.89633155,0.18785429,0.7095837,0.24241513,0.54586923,0.6717719,0.5028405,0.7164162,0.24200124,0.8146419,0.50075865,0.81721884,0.5515453,0.77711123,0.79282504,0.74472815,0.4934795,0.50307995,0.4476531,0.45982903,0.78460735,0.42942634,0.7007041,0.17925629,0.6557233,0.41426817,0.004907662,0.0
0.86554277,0.40211698,0.91104627,0.39213645,0.74776405,0.23865496,0.5555704,0.6804677,0.60381484,0.6748749,0.12988478,0.83422333,0.35245657,0.8288025,0.58309174,0.72094715,0.8156316,0.67573816,0.53940356,0.48185658,0.4535751,0.55732924,0.8296459,0.51154613,0.64456475,0.23299445,0.6979528,0.40312597,0.0031118598,0.0
