"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","Amount","Class"
0.90608054,0.43809885,0.9102349,0.3627403,0.7329552,0.257711,0.56212664,0.68333375,0.58811915,0.6650874,0.09401967,0.7833934,0.09463054,0.85790634,0.6117305,0.7227615,0.8184502,0.6927401,0.540241,0.5158571,0.45638567,0.5167827,0.78142536,0.44334406,0.6648453,0.23385222,0.67780733,0.42826325,0.008522606,0.0
0.9624349,0.38324395,0.88787794,0.25223833,0.72235477,0.25406247,0.5539695,0.67006856,0.6181027,0.6757359,0.2050714,0.6786283,0.6651891,0.8827141,0.61042976,0.83798945,0.8222673,0.605522,0.48461038,0.53710175,0.45386386,0.47147915,0.7743344,0.34279907,0.6973316,0.17836124,0.64863175,0.41890502,0.034729652,0.0
0.87226486,0.45795792,0.81609726,0.24354973,0.69452906,0.25266102,0.5203892,0.6455214,0.5654456,0.52371913,0.34034356,0.7281611,0.4399746,0.6473702,0.5141343,0.6371398,0.6131054,0.6562017,0.55446714,0.5513164,0.44148162,0.5442772,0.7506884,0.33467603,0.7023294,0.11505769,0.7079807,0.43595463,0.033954278,1.0
0.962684,0.38634658,0.89633864,0.24690744,0.72281736,0.2696813,0.550368,0.6747404,0.60698706,0.68021727,0.36749274,0.71476996,0.5971912,0.8953972,0.5532511,0.8237946,0.83001137,0.5963501,0.4581641,0.52842367,0.45528582,0.49149957,0.78043354,0.374061,0.6741741,0.17552486,0.6508765,0.41598204,0.025724707,0.0
0.9231096,0.43658555,0.91904616,0.16064128,0.7446551,0.20057906,0.57513136,0.6641143,0.6232583,0.6412096,0.181436,0.8613018,0.5223481,0.8197334,0.65048456,0.73690265,0.7734895,0.70425594,0.44341028,0.5177059,0.45772812,0.5537919,0.7682386,0.5683247,0.69129354,0.09929539,0.67534405,0.41037995,0.00012966082,0.0
0.89279634,0.43052778,0.9237477,0.4412075,0.69313645,0.32693776,0.5950367,0.6636988,0.5342349,0.69944096,0.24222901,0.7958222,0.33818215,0.82879746,0.6932065,0.813881,0.7701039,0.77089536,0.5982664,0.49789438,0.44831306,0.4872113,0.7715878,0.4372626,0.6602226,0.27727923,0.6447602,0.38771203,0.07499711,0.0
0.9653863,0.39078218,0.8737858,0.25796896,0.72465307,0.23404121,0.55769646,0.668005,0.5601131,0.6733052,0.14505926,0.8135938,0.5886738,0.7580352,0.55954266,0.844358,0.82314736,0.6300281,0.5463046,0.54106516,0.45648372,0.49429554,0.76779747,0.4118167,0.7534262,0.21721491,0.6520477,0.4219156,0.02995165,0.0
0.90614957,0.439024,0.901801,0.19961418,0.7922713,0.38615283,0.5568862,0.6900683,0.5828917,0.67083454,0.16420417,0.8180861,0.47931936,0.8205196,0.7226905,0.8161056,0.7577419,0.75045645,0.49119404,0.5327163,0.45259318,0.48614722,0.76967716,0.6153156,0.73347205,0.33796912,0.6884693,0.4387058,0.0011656508,0.0
0.97613317,0.39607862,0.85669005,0.1825539,0.77627975,0.37248725,0.5448282,0.68381697,0.60736877,0.6805938,0.24669152,0.6906688,0.7367086,0.8813083,0.5854442,0.8599794,0.80275446,0.6500169,0.54409033,0.5271224,0.45069352,0.4623664,0.7812605,0.6010772,0.73382676,0.17232436,0.651229,0.41447017,0.008732656,0.0
0.96696556,0.40392175,0.91317624,0.32095766,0.7196018,0.26586062,0.5501001,0.6769076,0.62835693,0.6713214,0.21236646,0.8545387,0.34260872,0.8196767,0.5084506,0.80349016,0.7734707,0.752181,0.5035907,0.5139501,0.45517138,0.5078458,0.7764859,0.4447227,0.7148127,0.34468552,0.65306747,0.41470358,0.008426657,0.0
0.91896844,0.44147247,0.9300884,0.26882294,0.74464333,0.25128454,0.5663727,0.67562586,0.5617878,0.6679741,0.2944206,0.86773694,0.46284887,0.8367168,0.60004747,0.7779341,0.77956015,0.6865817,0.45319527,0.5184651,0.45327553,0.49619234,0.77991307,0.4757393,0.63795894,0.293476,0.67842734,0.42717838,0.0006936854,0.0
0.9490774,0.44542944,0.72422236,0.4091444,0.72969717,0.25265902,0.5150632,0.6903534,0.5447375,0.5249119,0.48536596,0.6084143,0.33171114,0.48264384,0.6354317,0.5301362,0.6051562,0.5459804,0.4490004,0.5409694,0.47561747,0.56738895,0.76734614,0.101995915,0.7298439,0.31429717,0.73008496,0.46431112,0.015629316,1.0
0.91748315,0.4408213,0.928643,0.24098593,0.75523496,0.22045685,0.57682425,0.6667509,0.5840184,0.65356815,0.12130108,0.80511194,0.32015085,0.8270549,0.52498037,0.8057911,0.7534808,0.7075424,0.27008653,0.50267476,0.45722365,0.52898365,0.7664132,0.5000596,0.71199775,0.13262396,0.645082,0.396629,0.001012651,0.0
0.8453037,0.45666814,0.7977448,0.47380954,0.6098237,0.33556223,0.5528771,0.6138234,0.5468701,0.55490535,0.26498318,0.66709393,0.3384049,0.6132307,0.5642437,0.6218337,0.6575097,0.59073687,0.5867218,0.49551916,0.44571498,0.5081044,0.6053945,0.53849125,0.5482483,0.23616639,0.78931814,0.36571458,0.17559317,1.0
0.8929996,0.45699084,0.8965644,0.34603244,0.7341487,0.27309495,0.55549645,0.6920968,0.5704237,0.6722076,0.19761719,0.84920526,0.2874235,0.86388576,0.50666714,0.74044776,0.80946505,0.7251101,0.57954615,0.5138349,0.4565555,0.5249835,0.77487546,0.38357762,0.68028414,0.23558192,0.6791515,0.42669395,0.0016959636,0.0
0.91018456,0.46267474,0.91621345,0.44677663,0.74432313,0.24781168,0.5720055,0.67516553,0.4898653,0.6821302,0.14216265,0.8325174,0.60242206,0.8500405,0.660244,0.7577194,0.7983333,0.7025189,0.5628332,0.524859,0.45867684,0.52638876,0.7717076,0.51504207,0.7563133,0.35169518,0.6449904,0.41435763,0.008746919,0.0
0.9676092,0.4131091,0.9224753,0.37903315,0.7220179,0.2703196,0.5525024,0.6765938,0.6329476,0.6674326,0.21886231,0.9124696,0.4636771,0.7942109,0.2206206,0.7354245,0.79825556,0.676132,0.5426601,0.5079672,0.44840625,0.4771544,0.7816066,0.5340003,0.7487945,0.16016927,0.66011673,0.41503245,0.00083760894,0.0
0.20310009,0.7805866,0.15253198,0.65277374,0.33128566,0.100250825,0.33606905,0.93099153,0.4234144,0.44205755,0.52109706,0.51816726,0.57141197,0.5184423,0.5473835,0.4348318,0.3959208,0.3514084,0.56654596,0.5870267,0.49141568,0.41385534,0.73466074,0.4656714,0.9221128,0.23273179,0.7846283,0.4725487,0.012964785,1.0
0.922049,0.4341407,0.9178641,0.15231648,0.7462858,0.21383084,0.57331306,0.66714615,0.61572814,0.64626414,0.28397846,0.87760484,0.43926808,0.83232474,0.5726255,0.75101256,0.76518255,0.74943894,0.47801822,0.5168761,0.458479,0.5564853,0.76737976,0.5349627,0.6867592,0.09761222,0.6746742,0.40860274,0.00012966082,0.0
0.9723683,0.39549223,0.89917344,0.25202733,0.7160463,0.23904076,0.54903775,0.67228436,0.6316802,0.6798421,0.21358314,0.6357312,0.34773877,0.90047014,0.6314045,0.8333261,0.832186,0.60885084,0.4711031,0.51344734,0.45180583,0.47297785,0.78485703,0.42723864,0.6864094,0.17694943,0.6506504,0.41438994,0.010235426,0.0
0.9139438,0.43298268,0.92465824,0.46994442,0.7170619,0.29709408,0.56304663,0.6819858,0.559665,0.6764864,0.0625166,0.837923,0.5717946,0.8089855,0.51072,0.7694298,0.7988238,0.72670364,0.5937354,0.5348916,0.45798275,0.521852,0.80215615,0.41800222,0.55604804,0.28263667,0.6607984,0.43624777,0.027565893,0.0
0.9181864,0.43644345,0.8912049,0.11881602,0.77153414,0.2680173,0.57176924,0.6715201,0.628972,0.65345216,0.18374023,0.8561365,0.49990693,0.8246116,0.6211671,0.76441026,0.7514137,0.7608333,0.5125323,0.52427757,0.4559373,0.5417683,0.75933653,0.14158067,0.72113293,0.12960064,0.68543,0.41388106,0.00012966082,0.0
0.92005205,0.43391266,0.92463166,0.28517103,0.7504364,0.246941,0.56876004,0.67090863,0.5802925,0.6544849,0.099503666,0.8537013,0.60365736,0.80529284,0.48909545,0.7585721,0.7828965,0.67976296,0.5257603,0.5197415,0.45354334,0.50204927,0.7744728,0.42861247,0.66736054,0.32487035,0.66135365,0.43017992,0.0039974432,0.0
0.9064769,0.4270239,0.93486416,0.28909108,0.7669806,0.23667906,0.5699596,0.6694188,0.57158816,0.6606894,0.15501282,0.83154446,0.4833929,0.8205113,0.6232988,0.77068156,0.7715813,0.68089634,0.3272292,0.5181619,0.45967588,0.5464099,0.7711114,0.45380092,0.7185257,0.18838145,0.645719,0.39643624,0.0032415206,0.0
0.97857726,0.39957163,0.858007,0.18055125,0.77722406,0.3719716,0.5441235,0.68399274,0.6075833,0.6811211,0.24665098,0.690593,0.73567665,0.8809084,0.5848047,0.85968,0.802716,0.6493794,0.5454374,0.52343035,0.45019242,0.46363166,0.7827348,0.6007058,0.73599887,0.17324278,0.65193194,0.41345143,0.0033711814,0.0
0.94233114,0.4236661,0.9171648,0.2721729,0.71265846,0.25349358,0.5472726,0.6457884,0.65964264,0.6504752,0.13768254,0.8552932,0.4109802,0.82420415,0.7443028,0.6989351,0.81329644,0.7476349,0.6888569,0.5049921,0.48895133,0.5268404,0.77138126,0.51385725,0.80148,0.23135576,0.68373865,0.4471017,0.0029497838,0.0
0.9743732,0.42700422,0.88631046,0.31100467,0.74236816,0.23288931,0.5611609,0.6686959,0.5888282,0.66477126,0.15043853,0.8553172,0.6423734,0.7995917,0.68056095,0.808219,0.78088325,0.6973383,0.46654657,0.514814,0.4496916,0.4655438,0.780997,0.4102132,0.72951734,0.30475032,0.6518318,0.4155175,0.00023209288,0.0
0.92064124,0.45550674,0.94484895,0.451503,0.7449723,0.26086092,0.5640236,0.67386144,0.5738323,0.6909832,0.3360592,0.7299126,0.67772985,0.90415275,0.53535056,0.7830954,0.8058705,0.76205033,0.55456525,0.52604085,0.45046854,0.4841314,0.78115034,0.5162579,0.6133832,0.25608793,0.6844248,0.43848246,0.0013769979,0.0
0.9779413,0.3986627,0.85766435,0.18107237,0.7769783,0.37210578,0.5443068,0.683947,0.6075275,0.6809839,0.24666151,0.69061273,0.7359452,0.8810125,0.58497113,0.8597579,0.80272603,0.64954525,0.54508686,0.52439106,0.45032284,0.4633024,0.78235114,0.6008024,0.7354337,0.1730038,0.651749,0.41371652,0.0047663315,0.0
0.9356435,0.42976534,0.9166327,0.24171427,0.7414372,0.23605588,0.56756264,0.6680998,0.6199783,0.6543751,0.16840482,0.8045204,0.26059514,0.84618163,0.8852122,0.6819792,0.8106002,0.7200225,0.66745496,0.51841956,0.45836815,0.55506593,0.7693266,0.45238873,0.642729,0.19022629,0.6584347,0.40102768,0.00012966082,0.0
0.81541264,0.33433098,0.8774294,0.11799939,0.67530525,0.28418812,0.5798673,0.6155271,0.67147565,0.57562995,0.11173653,0.8655066,0.44235754,0.82705086,0.65976393,0.8049593,0.76664245,0.7428012,0.4035725,0.52889824,0.42879087,0.5095622,0.6162493,0.47327548,0.6548261,0.05452864,0.7499817,0.38498795,0.19823843,0.0
0.8765994,0.40022516,0.96033615,0.1402669,0.74350643,0.22024891,0.5546236,0.6711001,0.7260451,0.630456,0.25754228,0.7385072,0.6957557,0.85811013,0.6944201,0.7689997,0.7963,0.73740107,0.34514686,0.51755035,0.45614174,0.5610254,0.7622937,0.5120385,0.73209673,0.2705091,0.687975,0.40108058,0.009584527,0.0
0.9009586,0.44239467,0.96279824,0.36896202,0.7171585,0.28412715,0.5507515,0.68685097,0.604299,0.65579545,0.12903053,0.86643565,0.5260262,0.79785794,0.5489861,0.7256945,0.81771994,0.69089246,0.5228066,0.51899815,0.4579283,0.5539677,0.77007914,0.51736134,0.72088957,0.26633435,0.6804818,0.4247493,0.0006483041,0.0
0.7038792,0.49705362,0.8685883,0.3376282,0.7440307,0.3540454,0.47893184,0.35818315,0.6378825,0.687486,0.15717293,0.9039637,0.28782606,0.85046244,0.49844468,0.7505504,0.8359237,0.65197897,0.4048829,0.34913135,0.6487346,0.33818886,0.88601285,0.51494616,0.72710216,0.22189052,0.7704667,0.32090104,0.0038768586,0.0
0.96652836,0.4196921,0.88873124,0.34387195,0.7533208,0.29145092,0.5589557,0.6780387,0.5968798,0.6665354,0.21714354,0.86196315,0.3996626,0.83980376,0.69115305,0.6785644,0.82765365,0.5304547,0.28851533,0.5004087,0.4579984,0.5502988,0.7798133,0.33013362,0.7526274,0.24399582,0.6607629,0.4118285,0.00015299977,0.0
0.89146376,0.42612073,0.9048284,0.2102193,0.7172916,0.23665631,0.5773107,0.67771643,0.5580253,0.64541125,0.26558077,0.8706559,0.47670785,0.8474675,0.49793863,0.81506735,0.76957643,0.7127632,0.4246362,0.5380507,0.45780632,0.49550977,0.8057843,0.5324977,0.64999926,0.40768176,0.6554088,0.42902833,0.036292065,0.0
0.9201788,0.4397108,0.9240286,0.3565813,0.74700814,0.25824824,0.5658317,0.67507225,0.5854294,0.67127794,0.12343343,0.8158487,0.31545407,0.82996076,0.5934904,0.71104926,0.8103115,0.67292964,0.5412263,0.5194551,0.45519367,0.52591234,0.77410024,0.45225623,0.6670855,0.23286,0.6911793,0.44054958,0.0014846164,0.0
0.96727914,0.41689807,0.9011369,0.35545403,0.73518217,0.25630382,0.5592203,0.6725268,0.6095135,0.66648054,0.14911003,0.86923707,0.5250796,0.8163631,0.55754566,0.7427868,0.79464716,0.6364777,0.43334725,0.5123673,0.4520599,0.49047068,0.7793175,0.45197853,0.7478994,0.17408824,0.6578842,0.41629738,0.0069692694,0.0
0.8863533,0.4674254,0.9372874,0.44362292,0.7297493,0.27895242,0.55888665,0.67819726,0.6013292,0.7340223,0.15589863,0.8379154,0.5175516,0.79015857,0.6202693,0.7312455,0.80732423,0.68129957,0.49320534,0.55154717,0.4564454,0.5637862,0.7770375,0.5142586,0.6660549,0.357815,0.74148256,0.49196884,0.0011786169,0.0
0.910813,0.4400598,0.9309424,0.18329239,0.7434463,0.23289587,0.57153374,0.664493,0.63442475,0.70309806,0.2765186,0.8332108,0.3436665,0.7964423,0.5572415,0.8068563,0.74996895,0.7212963,0.411138,0.54010695,0.44979525,0.5038157,0.77411276,0.49887827,0.65015674,0.4112589,0.6528103,0.3501394,0.00019967767,0.0
0.9181725,0.43525478,0.8908387,0.11917527,0.7702528,0.2675061,0.5712289,0.67209715,0.6331068,0.65395075,0.17650451,0.84145266,0.4131137,0.8298826,0.6295311,0.7660069,0.7525244,0.76655793,0.5129593,0.5225357,0.4557947,0.5388242,0.7596376,0.13860881,0.71813136,0.13003337,0.68506527,0.41369262,0.00012966082,0.0
0.89940196,0.4488196,0.91022503,0.2545524,0.76143503,0.30444604,0.5619527,0.68344516,0.5843341,0.6788783,0.34425682,0.86813426,0.4191185,0.8114381,0.7203873,0.735798,0.81874603,0.59564364,0.32336217,0.5242013,0.45317128,0.50614464,0.7843616,0.24928892,0.62337214,0.3163285,0.6873129,0.44160038,0.00011539813,0.0
0.8960562,0.4530401,0.89120483,0.20576966,0.7535783,0.26977247,0.5623026,0.6831715,0.59594697,0.67067415,0.12967628,0.84635735,0.47075996,0.82897896,0.4469662,0.818369,0.7571097,0.7524255,0.53345525,0.52466124,0.4504602,0.47731102,0.7690851,0.19806679,0.698795,0.3608314,0.68765783,0.44155505,0.00012966082,0.0
0.91817725,0.44488072,0.9266749,0.27505225,0.74082756,0.22751461,0.56819665,0.67081326,0.57879305,0.66785264,0.14784068,0.8241135,0.44695112,0.82719916,0.6615326,0.7865228,0.7765567,0.6899666,0.46896106,0.5178681,0.4516482,0.47970626,0.7791458,0.50163066,0.6543102,0.29130498,0.66520983,0.42796212,0.00036045708,0.0
0.8877699,0.41746223,0.9019752,0.23591396,0.76407105,0.24312067,0.5565453,0.6833091,0.580781,0.6548746,0.15875012,0.8536755,0.44382071,0.83999944,0.44536498,0.8121898,0.7648852,0.74436826,0.5168698,0.52434,0.45405456,0.4800562,0.7708678,0.2985681,0.67129385,0.3497803,0.67019546,0.4043702,0.00012966082,0.0
0.965579,0.3827583,0.90634656,0.2858089,0.70527565,0.24826522,0.5495109,0.6706169,0.65390855,0.67299753,0.1523689,0.71127695,0.60372746,0.8629379,0.35476565,0.67049885,0.83170104,0.7904049,0.41777596,0.50385046,0.4442268,0.45278654,0.7754681,0.50484097,0.7082834,0.4894187,0.64579314,0.41606775,0.023196321,0.0
0.9778819,0.38353464,0.90844476,0.19262598,0.70137864,0.2532399,0.5398665,0.67564565,0.5175295,0.7167625,0.2715261,0.79930717,0.36164737,0.8201606,0.6162275,0.7620534,0.80587393,0.74785864,0.40791965,0.49585038,0.45622605,0.5387346,0.7814118,0.4737985,0.7084772,0.2580973,0.6586534,0.4133664,0.00077796495,0.0
0.8844296,0.36099288,0.9287282,0.19488734,0.7832185,0.20217648,0.5475745,0.6725158,0.6691865,0.63842076,0.08171974,0.847772,0.5012566,0.80051184,0.64013386,0.765783,0.763142,0.7622804,0.49829116,0.5398588,0.4609111,0.53930736,0.7907435,0.35867372,0.6261153,0.08631201,0.65404606,0.4143035,0.006052567,0.0
0.85834926,0.45343804,0.88874215,0.1283926,0.74050444,0.22740807,0.5608424,0.6124091,0.68992877,0.69165415,0.1900616,0.8192714,0.19321391,0.8253393,0.7404604,0.7076459,0.79856265,0.668824,0.46950227,0.49679542,0.51149064,0.47667152,0.80293566,0.4976312,0.69326514,0.25574228,0.7139244,0.42789528,0.0010372866,0.0
0.9737665,0.42027724,0.88859314,0.29645836,0.74185306,0.2516278,0.558348,0.6725488,0.58719856,0.6763545,0.22405967,0.8579433,0.4741374,0.8404382,0.6063706,0.817222,0.7588856,0.7350266,0.5161606,0.5116472,0.45066175,0.46795934,0.7799395,0.3500742,0.724831,0.30576038,0.6501734,0.41161466,0.00025672844,0.0
0.84525764,0.48321453,0.87461096,0.21760532,0.7158672,0.23471496,0.55162734,0.697843,0.6202988,0.6932807,0.18388945,0.84760195,0.24492241,0.86024463,0.45193267,0.80844265,0.7852123,0.7327448,0.46718928,0.53182435,0.45133263,0.47879556,0.78317416,0.43317375,0.7011759,0.34848976,0.7018293,0.4600892,0.00012966082,0.0
0.8419385,0.4293221,0.87138957,0.23680948,0.7361883,0.21210253,0.55649364,0.6908369,0.58050764,0.6463539,0.061045103,0.83140177,0.3899087,0.8619662,0.4946102,0.8034069,0.79200745,0.6892158,0.4449342,0.50128293,0.45520687,0.4993062,0.7678917,0.43516937,0.7491279,0.48253477,0.65521306,0.35729456,0.0017504211,0.0
0.90505517,0.43152484,0.9119309,0.14886574,0.7496077,0.22642057,0.5707713,0.669864,0.63455755,0.6576788,0.28951395,0.85747606,0.29467636,0.83733237,0.6222203,0.73652685,0.77500117,0.72351074,0.44176963,0.5141402,0.4579359,0.5582293,0.7765988,0.4745362,0.6836439,0.104862526,0.6770955,0.411475,0.00012966082,0.0
0.9089075,0.4532601,0.9211509,0.30768964,0.74322313,0.23347533,0.5683244,0.67641675,0.5281013,0.6609479,0.13358176,0.86004823,0.6939102,0.8226458,0.49113533,0.8346225,0.7630017,0.6707208,0.3051076,0.50869375,0.45788407,0.5192322,0.7799116,0.5186682,0.6264655,0.40529466,0.6452602,0.42310795,0.003517698,0.0
0.9714259,0.39677233,0.8966965,0.23979485,0.7246086,0.25835255,0.54927605,0.6733647,0.6093998,0.68297386,0.33037093,0.7034911,0.5918342,0.89304215,0.5244684,0.8448559,0.8174182,0.6379516,0.5118352,0.51994145,0.45289215,0.48419884,0.78162414,0.36885607,0.69660616,0.1761786,0.6512006,0.41317347,0.011062661,0.0
0.9255418,0.41175342,0.93890095,0.18210185,0.72042805,0.23109338,0.5554013,0.6693875,0.47010452,0.7019719,0.14664145,0.78936636,0.6238049,0.80032724,0.64318013,0.73079497,0.81328535,0.7258337,0.53274924,0.5112111,0.45305774,0.51295024,0.76978135,0.5070822,0.71857566,0.2633267,0.6615051,0.42261088,0.00077796495,0.0
0.9120705,0.43758944,0.86353385,0.07923271,0.80350363,0.35335243,0.5668176,0.68177515,0.6390574,0.6601691,0.1730272,0.8355061,0.44084966,0.8239639,0.6880797,0.7592332,0.75460243,0.7489109,0.48813942,0.53347015,0.45494318,0.5272226,0.76646835,0.6151071,0.7322345,0.108919606,0.69398355,0.4258054,0.00012966082,0.0
0.9100888,0.42231673,0.93798566,0.3300082,0.73969275,0.2890254,0.5619903,0.6768043,0.61395717,0.67975724,0.20844,0.8128696,0.17982733,0.82099605,0.5593686,0.7507558,0.78776896,0.7626117,0.53218323,0.51815504,0.45880798,0.56336457,0.7743906,0.3837353,0.66102767,0.24418041,0.6684005,0.40763396,0.009029579,0.0
0.914835,0.43570918,0.92899346,0.19288684,0.747856,0.2336023,0.57096374,0.6670266,0.59743905,0.66129166,0.12856707,0.8342709,0.57667637,0.80119085,0.6162839,0.8099221,0.7572086,0.6923052,0.41601387,0.5220992,0.45314187,0.50354403,0.77268064,0.42882085,0.64312315,0.42592645,0.6501499,0.40532443,0.0028914362,0.0
0.9254288,0.43395048,0.8995406,0.1301394,0.7649209,0.24523789,0.5733004,0.66834223,0.6172621,0.6459426,0.19385391,0.8659402,0.54447263,0.82425696,0.5802387,0.77481467,0.74650806,0.7834183,0.5378008,0.5204398,0.45653266,0.5420588,0.75932854,0.26310426,0.71892726,0.1174729,0.6747708,0.4065041,0.00012966082,0.0
0.9130653,0.44643766,0.9275443,0.2745091,0.7395223,0.23686849,0.5673182,0.67367643,0.5845882,0.67214304,0.18141772,0.82733685,0.40133697,0.8298779,0.6938075,0.7654401,0.789419,0.64968115,0.416246,0.521697,0.45163453,0.48732138,0.78153247,0.50359106,0.6447479,0.29689193,0.68843764,0.4368909,0.0011656508,0.0
0.9374939,0.44721004,0.8949903,0.33911076,0.75120074,0.21300022,0.5736857,0.6662936,0.55825084,0.67757756,0.17713411,0.8679539,0.65712476,0.8310945,0.61376846,0.73629874,0.78540635,0.68533576,0.4920035,0.52256376,0.45963472,0.5603255,0.78205156,0.57352984,0.58386993,0.18696138,0.69328344,0.44547534,0.0019410226,0.0
0.9678334,0.41262844,0.89723635,0.31597504,0.73876685,0.27734774,0.5555389,0.6774642,0.6038548,0.67039466,0.27317125,0.87869143,0.37595645,0.83333415,0.5107055,0.7398778,0.8005464,0.6352618,0.4446646,0.50691885,0.45346728,0.50420034,0.7812212,0.39264637,0.7203969,0.34371305,0.65359676,0.4111692,0.0022353525,0.0
0.9706153,0.4245538,0.89239967,0.30865183,0.7417495,0.24972858,0.5588642,0.67293817,0.5764813,0.6682756,0.31300575,0.89455724,0.5964965,0.8116653,0.6223542,0.79472214,0.78807074,0.6889014,0.43908417,0.5127395,0.451945,0.48380196,0.784441,0.43949285,0.7039853,0.3004981,0.6529665,0.4143099,0.00016726246,0.0
0.9604678,0.40126482,0.92369765,0.3567622,0.7369897,0.34637412,0.5423811,0.68487835,0.7057963,0.65037763,0.20870653,0.7471654,0.7011433,0.85942054,0.6273391,0.72545755,0.8343644,0.63061845,0.26705116,0.5083519,0.45895797,0.5705222,0.7748141,0.17465249,0.7091036,0.26334018,0.6650164,0.41566786,0.010396205,0.0
0.9212942,0.44641173,0.7918275,0.4710074,0.69599605,0.20261464,0.520537,0.68481266,0.5122832,0.54419386,0.4966786,0.6016407,0.24711427,0.53394854,0.62785095,0.59583116,0.57484996,0.61279243,0.49643525,0.5543976,0.47123164,0.49924278,0.764981,0.48059937,0.7708415,0.21307063,0.72257227,0.47669578,0.029471906,1.0
0.90514624,0.4273155,0.9743849,0.301149,0.7337349,0.2939929,0.55976886,0.67313796,0.7073353,0.66461825,0.24687135,0.7481768,0.59496164,0.82227963,0.17552727,0.7415718,0.8103462,0.74725837,0.56105685,0.52879906,0.44644368,0.5037978,0.7625255,0.43853632,0.7323668,0.35235918,0.6620164,0.3721637,0.0041789683,0.0
0.97037023,0.40548757,0.8734482,0.31349808,0.78048384,0.41076776,0.5461412,0.6911229,0.64182544,0.664646,0.10086282,0.86143786,0.41754302,0.79486924,0.33739322,0.74698603,0.788844,0.6813359,0.5589031,0.5131224,0.44608352,0.44844276,0.77944577,0.6140826,0.77727896,0.16960086,0.6602052,0.41539,0.0023416744,0.0
0.44818267,0.6913576,0.340007,0.64651644,0.45277536,0.11915216,0.3809306,0.8469332,0.46634838,0.4084768,0.6835624,0.31382626,0.6736612,0.45165583,0.47015387,0.35318953,0.35980803,0.3552801,0.59609497,0.58095545,0.4874987,0.44100407,0.7545555,0.44687015,0.82650363,0.22175294,0.80532545,0.486347,0.012964785,1.0
0.8748861,0.42913684,0.868879,0.1464347,0.7238539,0.23232411,0.5696642,0.6836761,0.59502405,0.63256407,0.27910373,0.91051507,0.5677116,0.8633108,0.6125261,0.7451371,0.7924143,0.7053329,0.5181674,0.5152952,0.45901313,0.5482824,0.79117936,0.4542779,0.6865035,0.25710288,0.6900318,0.3935417,0.020745732,0.0
0.90887356,0.4488444,0.9175596,0.26815718,0.7407602,0.2540694,0.56231767,0.682296,0.5511172,0.6613433,0.27846164,0.88553476,0.5575748,0.84478074,0.58931553,0.78646135,0.7814531,0.6892545,0.46015483,0.51590055,0.45402354,0.49608147,0.7811447,0.44218594,0.64834344,0.29622164,0.66737074,0.41818646,0.0011656508,0.0
0.9689135,0.41912088,0.89126563,0.34990337,0.7445408,0.27047068,0.559203,0.67466944,0.59347314,0.6741739,0.23782265,0.8829865,0.46224272,0.8306539,0.4576984,0.7518909,0.785299,0.68610907,0.47085124,0.50925076,0.45470968,0.5148329,0.7736636,0.3899431,0.78048074,0.21384507,0.65644646,0.41240525,0.0030159107,0.0
0.9682794,0.4290273,0.90323323,0.41648263,0.74373776,0.26735502,0.55868393,0.67512196,0.5486158,0.6954795,0.27146268,0.86008704,0.4539123,0.8430141,0.56570166,0.8099988,0.7696308,0.6963935,0.3570882,0.5076553,0.4561038,0.5131433,0.7803762,0.4377601,0.72904885,0.26596734,0.6536904,0.41326886,0.000982829,0.0
0.89793295,0.43194208,0.9380215,0.36821562,0.7403161,0.34052044,0.55168176,0.69434875,0.61445314,0.65080076,0.12910937,0.86113584,0.33556786,0.81045324,0.49634615,0.6406437,0.8607605,0.5331331,0.4769779,0.51314944,0.45143625,0.5047784,0.7843086,0.26859972,0.6435058,0.22288643,0.6862267,0.42460713,0.004337155,0.0
0.9254423,0.43103412,0.9462577,0.33183482,0.74209595,0.28596678,0.5601522,0.6752539,0.6159472,0.6707188,0.10871818,0.832346,0.49295044,0.79091614,0.6375987,0.74924374,0.78833723,0.70424145,0.506004,0.52527356,0.45389962,0.5274261,0.77098876,0.3599,0.6949927,0.22178832,0.66955817,0.39016405,0.0016842941,0.0
0.96386373,0.3989141,0.9318334,0.3855908,0.7115987,0.29174805,0.54485244,0.6809473,0.6759522,0.6618772,0.07571446,0.83663875,0.2434598,0.7880249,0.40770584,0.7350326,0.809969,0.6783732,0.44753692,0.5066664,0.45539612,0.53169096,0.7751538,0.4558846,0.7439026,0.23797935,0.6630633,0.4174444,0.007520328,0.0
0.8652321,0.4939892,0.7451212,0.4219214,0.70805925,0.2420409,0.5321202,0.7031407,0.5345093,0.5229574,0.38076323,0.6958734,0.43013296,0.48487267,0.28229013,0.6695449,0.71713126,0.73921937,0.44804502,0.51375663,0.470318,0.5670396,0.7775996,0.49632394,0.67572594,0.19303328,0.7050753,0.4365731,0.022807337,1.0
0.92239076,0.43001893,0.93066627,0.29931673,0.76906484,0.32049373,0.56058025,0.67928433,0.6240207,0.66304225,0.37229812,0.72548985,0.5316026,0.9075731,0.7005412,0.70915186,0.83550817,0.6276637,0.43382394,0.51278067,0.4519557,0.5074635,0.78324723,0.18746331,0.54137826,0.327618,0.651784,0.39583603,0.00053549925,0.0
